book_id,title,authors,average_rating,text
226,Dark Places,Gillian Flynn,3.92,Dark Places by Gillian Flynn
227,The Client,John Grisham,3.97,The Client by John Grisham
228,"The Nanny Diaries (Nanny, #1)","Emma McLaughlin, Nicola Kraus",3.4,"The Nanny Diaries (Nanny, #1) by Emma McLaughlin, Nicola Kraus"
229,Alice's Adventures in Wonderland & Through the Looking-Glass,"Lewis Carroll, John Tenniel, Martin Gardner",4.06,"Alice's Adventures in Wonderland & Through the Looking-Glass by Lewis Carroll, John Tenniel, Martin Gardner"
230,Persuasion,"Jane Austen, James Kinsley, Deidre Shauna Lynch",4.13,"Persuasion by Jane Austen, James Kinsley, Deidre Shauna Lynch"
231,Sarah's Key,Tatiana de Rosnay,4.14,Sarah's Key by Tatiana de Rosnay
232,"The Gunslinger (The Dark Tower, #1)",Stephen King,3.99,"The Gunslinger (The Dark Tower, #1) by Stephen King"
233,Love in the Time of Cholera,"Gabriel García Márquez, Edith Grossman",3.89,"Love in the Time of Cholera by Gabriel García Márquez, Edith Grossman"
234,Speak,Laurie Halse Anderson,4.0,Speak by Laurie Halse Anderson
235,The Husband's Secret,Liane Moriarty,3.92,The Husband's Secret by Liane Moriarty
236,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.11,Into Thin Air: A Personal Account of the Mount Everest Disaster by Jon Krakauer
237,Carrie,Stephen King,3.93,Carrie by Stephen King
238,Running with Scissors,Augusten Burroughs,3.7,Running with Scissors by Augusten Burroughs
239,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,World War Z: An Oral History of the Zombie War by Max Brooks
240,"Inferno (Robert Langdon, #4)",Dan Brown,3.8,"Inferno (Robert Langdon, #4) by Dan Brown"
241,Number the Stars,Lois Lowry,4.11,Number the Stars by Lois Lowry
242,"Along Came a Spider (Alex Cross, #1)",James Patterson,4.08,"Along Came a Spider (Alex Cross, #1) by James Patterson"
243,Misery,Stephen King,4.11,Misery by Stephen King
244,Sharp Objects,Gillian Flynn,3.92,Sharp Objects by Gillian Flynn
245,Bridge to Terabithia,Katherine Paterson,3.98,Bridge to Terabithia by Katherine Paterson
246,"Marked (House of Night, #1)","P.C. Cast, Kristin Cast",3.79,"Marked (House of Night, #1) by P.C. Cast, Kristin Cast"
247,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.05,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change by Stephen R. Covey
248,A Midsummer Night's Dream,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",3.94,"A Midsummer Night's Dream by William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey"
249,Extremely Loud and Incredibly Close,Jonathan Safran Foer,3.97,Extremely Loud and Incredibly Close by Jonathan Safran Foer
250,Wonder,R.J. Palacio,4.43,Wonder by R.J. Palacio
251,The Cat in the Hat,Dr. Seuss,4.15,The Cat in the Hat by Dr. Seuss
252,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4.15,"Cinder (The Lunar Chronicles, #1) by Marissa Meyer"
253,"The Cuckoo's Calling (Cormoran Strike, #1)","Robert Galbraith, J.K. Rowling",3.83,"The Cuckoo's Calling (Cormoran Strike, #1) by Robert Galbraith, J.K. Rowling"
254,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,3.78,"Shiver (The Wolves of Mercy Falls, #1) by Maggie Stiefvater"
255,Atlas Shrugged,"Ayn Rand, Leonard Peikoff",3.68,"Atlas Shrugged by Ayn Rand, Leonard Peikoff"
256,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"Greg Mortenson, David Oliver Relin",3.64,"Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time by Greg Mortenson, David Oliver Relin"
257,Alice in Wonderland,"Jane Carruth, Lewis Carroll, Rene Cloke",4.03,"Alice in Wonderland by Jane Carruth, Lewis Carroll, Rene Cloke"
258,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)","Carlos Ruiz Zafón, Lucia Graves",4.24,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1) by Carlos Ruiz Zafón, Lucia Graves"
259,"The Scorch Trials (Maze Runner, #2)",James Dashner,3.93,"The Scorch Trials (Maze Runner, #2) by James Dashner"
260,How to Win Friends and Influence People,Dale Carnegie,4.13,How to Win Friends and Influence People by Dale Carnegie
261,Under the Tuscan Sun,Frances Mayes,3.72,Under the Tuscan Sun by Frances Mayes
262,Big Little Lies,Liane Moriarty,4.2,Big Little Lies by Liane Moriarty
263,Ella Enchanted,Gail Carson Levine,3.97,Ella Enchanted by Gail Carson Levine
264,The Sun Also Rises,Ernest Hemingway,3.83,The Sun Also Rises by Ernest Hemingway
265,A Tree Grows in Brooklyn,Betty  Smith,4.24,A Tree Grows in Brooklyn by Betty  Smith
266,"Kiss the Girls (Alex Cross, #2)",James Patterson,3.93,"Kiss the Girls (Alex Cross, #2) by James Patterson"
267,The Nightingale,Kristin Hannah,4.54,The Nightingale by Kristin Hannah
268,Never Let Me Go,Kazuo Ishiguro,3.8,Never Let Me Go by Kazuo Ishiguro
269,P.S. I Love You,Cecelia Ahern,4.01,P.S. I Love You by Cecelia Ahern
270,Rebecca,"Daphne du Maurier, Sally Beauman",4.2,"Rebecca by Daphne du Maurier, Sally Beauman"
271,Flowers for Algernon,Daniel Keyes,4.07,Flowers for Algernon by Daniel Keyes
272,Like Water for Chocolate,"Laura Esquivel, Thomas  Christensen, Carol Christensen",3.94,"Like Water for Chocolate by Laura Esquivel, Thomas  Christensen, Carol Christensen"
273,Snow Flower and the Secret Fan,Lisa See,4.05,Snow Flower and the Secret Fan by Lisa See
274,The Godfather,"Mario Puzo, Robert Thompson, Peter Bart",4.36,"The Godfather by Mario Puzo, Robert Thompson, Peter Bart"
275,An Abundance of Katherines,John Green,3.63,An Abundance of Katherines by John Green
276,Foundation (Foundation #1),Isaac Asimov,4.13,Foundation (Foundation #1) by Isaac Asimov
277,The Ocean at the End of the Lane,Neil Gaiman,3.99,The Ocean at the End of the Lane by Neil Gaiman
278,A Light in the Attic,Shel Silverstein,4.34,A Light in the Attic by Shel Silverstein
279,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)","John Tiffany, Jack Thorne, J.K. Rowling",3.75,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8) by John Tiffany, Jack Thorne, J.K. Rowling"
280,"Delirium (Delirium, #1)",Lauren Oliver,3.99,"Delirium (Delirium, #1) by Lauren Oliver"
281,The Pelican Brief,John Grisham,3.95,The Pelican Brief by John Grisham
282,Coraline,Neil Gaiman,4.03,Coraline by Neil Gaiman
283,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Terry Pratchett, Neil Gaiman",4.25,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch by Terry Pratchett, Neil Gaiman"
284,On the Road,Jack Kerouac,3.64,On the Road by Jack Kerouac
285,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,4.01,"The Rosie Project (Don Tillman, #1) by Graeme Simsion"
286,The Lucky One,Nicholas Sparks,4.1,The Lucky One by Nicholas Sparks
287,The Fountainhead,"Ayn Rand, Leonard Peikoff",3.85,"The Fountainhead by Ayn Rand, Leonard Peikoff"
288,"The Hunt for Red October (Jack Ryan Universe, #4)",Tom Clancy,4.01,"The Hunt for Red October (Jack Ryan Universe, #4) by Tom Clancy"
289,"Watership Down (Watership Down, #1)",Richard Adams,4.05,"Watership Down (Watership Down, #1) by Richard Adams"
290,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,3.84,Is Everyone Hanging Out Without Me? (And Other Concerns) by Mindy Kaling
291,Cutting for Stone,Abraham Verghese,4.28,Cutting for Stone by Abraham Verghese
292,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)","C.S. Lewis, Pauline Baynes",4.08,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3) by C.S. Lewis, Pauline Baynes"
293,Treasure Island,Robert Louis Stevenson,3.82,Treasure Island by Robert Louis Stevenson
294,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,4.44,"The Son of Neptune (The Heroes of Olympus, #2) by Rick Riordan"
295,11/22/63,Stephen King,4.29,11/22/63 by Stephen King
296,The Very Hungry Caterpillar Board Book,Eric Carle,4.29,The Very Hungry Caterpillar Board Book by Eric Carle
297,Cat's Cradle,Kurt Vonnegut Jr.,4.18,Cat's Cradle by Kurt Vonnegut Jr.
298,The Time Machine,"H.G. Wells, Greg Bear, Carlo Pagetti",3.87,"The Time Machine by H.G. Wells, Greg Bear, Carlo Pagetti"
299,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,"Todd Burpo, Lynn Vincent",4.01,"Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back by Todd Burpo, Lynn Vincent"
300,The Boy in the Striped Pajamas,John Boyne,4.1,The Boy in the Striped Pajamas by John Boyne
301,Heart of Darkness,Joseph Conrad,3.42,Heart of Darkness by Joseph Conrad
302,Safe Haven,Nicholas Sparks,4.19,Safe Haven by Nicholas Sparks
303,"The Secret (The Secret, #1)",Rhonda Byrne,3.62,"The Secret (The Secret, #1) by Rhonda Byrne"
304,I Know This Much Is True,Wally Lamb,4.17,I Know This Much Is True by Wally Lamb
305,Pet Sematary,Stephen King,3.91,Pet Sematary by Stephen King
306,She's Come Undone,Wally Lamb,3.84,She's Come Undone by Wally Lamb
307,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.57,"The Wise Man's Fear (The Kingkiller Chronicle, #2) by Patrick Rothfuss"
308,Can You Keep a Secret?,Sophie Kinsella,3.83,Can You Keep a Secret? by Sophie Kinsella
309,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,4.16,"City of Fallen Angels (The Mortal Instruments, #4) by Cassandra Clare"
310,"Good in Bed (Cannie Shapiro, #1)",Jennifer Weiner,3.7,"Good in Bed (Cannie Shapiro, #1) by Jennifer Weiner"
311,The Thorn Birds,Colleen McCullough,4.22,The Thorn Birds by Colleen McCullough
312,The Graveyard Book,"Neil Gaiman, Dave McKean",4.12,"The Graveyard Book by Neil Gaiman, Dave McKean"
313,The Light Between Oceans,M.L. Stedman,4.0,The Light Between Oceans by M.L. Stedman
314,"Inkheart (Inkworld, #1)","Cornelia Funke, Anthea Bell",3.86,"Inkheart (Inkworld, #1) by Cornelia Funke, Anthea Bell"
315,Who Moved My Cheese?,"Spencer Johnson, Kenneth H. Blanchard",3.74,"Who Moved My Cheese? by Spencer Johnson, Kenneth H. Blanchard"
316,A Walk in the Woods,Bill Bryson,4.05,A Walk in the Woods by Bill Bryson
317,I Know Why the Caged Bird Sings,Maya Angelou,4.19,I Know Why the Caged Bird Sings by Maya Angelou
318,Orphan Train,Christina Baker Kline,4.14,Orphan Train by Christina Baker Kline
319,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,4.3,"City of Lost Souls (The Mortal Instruments, #5) by Cassandra Clare"
320,"Where'd You Go, Bernadette",Maria Semple,3.9,"Where'd You Go, Bernadette by Maria Semple"
321,Where the Red Fern Grows,Wilson Rawls,4.04,Where the Red Fern Grows by Wilson Rawls
322,Neverwhere,Neil Gaiman,4.18,Neverwhere by Neil Gaiman
323,The Unbearable Lightness of Being,"Milan Kundera, Michael Henry Heim",4.08,"The Unbearable Lightness of Being by Milan Kundera, Michael Henry Heim"
324,Fangirl,Rainbow Rowell,4.12,Fangirl by Rainbow Rowell
325,A Prayer for Owen Meany,John Irving,4.22,A Prayer for Owen Meany by John Irving
326,White Oleander,Janet Fitch,3.93,White Oleander by Janet Fitch
327,"Legend (Legend, #1)",Marie Lu,4.19,"Legend (Legend, #1) by Marie Lu"
328,Nineteen Minutes,Jodi Picoult,4.1,Nineteen Minutes by Jodi Picoult
329,The Last Lecture,"Randy Pausch, Jeffrey Zaslow",4.25,"The Last Lecture by Randy Pausch, Jeffrey Zaslow"
330,"The Eye of the World (Wheel of Time, #1)",Robert Jordan,4.18,"The Eye of the World (Wheel of Time, #1) by Robert Jordan"
331,The Pact,Jodi Picoult,4.0,The Pact by Jodi Picoult
332,"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,4.01,"The Magician's Nephew (Chronicles of Narnia, #6) by C.S. Lewis"
333,Still Alice,Lisa Genova,4.3,Still Alice by Lisa Genova
334,"Reflected in You (Crossfire, #2)",Sylvia Day,4.33,"Reflected in You (Crossfire, #2) by Sylvia Day"
335,James and the Giant Peach,"Roald Dahl, Quentin Blake",3.99,"James and the Giant Peach by Roald Dahl, Quentin Blake"
336,"1st to Die (Women's Murder Club, #1)",James Patterson,4.05,"1st to Die (Women's Murder Club, #1) by James Patterson"
337,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,4.37,The Ultimate Hitchhiker's Guide to the Galaxy by Douglas Adams
338,One Day,David Nicholls,3.77,One Day by David Nicholls
339,Goodnight Moon,"Margaret Wise Brown, Clement Hurd",4.27,"Goodnight Moon by Margaret Wise Brown, Clement Hurd"
340,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,3.94,"I Am Number Four (Lorien Legacies, #1) by Pittacus Lore"
341,The Iliad,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",3.83,"The Iliad by Homer, Robert Fagles, Frédéric Mugler, Bernard Knox"
342,The Casual Vacancy,J.K. Rowling,3.28,The Casual Vacancy by J.K. Rowling
343,The Runaway Jury,John Grisham,3.96,The Runaway Jury by John Grisham
344,Naked,David Sedaris,4.08,Naked by David Sedaris
345,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,3.96,"Eldest (The Inheritance Cycle, #2) by Christopher Paolini"
346,"The Wonderful Wizard of Oz (Oz, #1)","L. Frank Baum, W.W. Denslow",3.98,"The Wonderful Wizard of Oz (Oz, #1) by L. Frank Baum, W.W. Denslow"
347,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,3.96,"Prince Caspian (Chronicles of Narnia, #2) by C.S. Lewis"
348,We Were Liars,E. Lockhart,3.85,We Were Liars by E. Lockhart
349,'Salem's Lot,Stephen King,3.99,'Salem's Lot by Stephen King
350,Fear and Loathing in Las Vegas,"Hunter S. Thompson, Ralph Steadman",4.08,"Fear and Loathing in Las Vegas by Hunter S. Thompson, Ralph Steadman"
351,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,4.46,"Clockwork Prince (The Infernal Devices, #2) by Cassandra Clare"
352,Yes Please,Amy Poehler,3.81,Yes Please by Amy Poehler
353,Othello,William Shakespeare,3.88,Othello by William Shakespeare
354,Beloved,Toni Morrison,3.77,Beloved by Toni Morrison
355,"Graceling (Graceling Realm, #1)",Kristin Cashore,4.1,"Graceling (Graceling Realm, #1) by Kristin Cashore"
356,"The Bad Beginning (A Series of Unfortunate Events, #1)","Lemony Snicket, Brett Helquist",3.89,"The Bad Beginning (A Series of Unfortunate Events, #1) by Lemony Snicket, Brett Helquist"
357,All Quiet on the Western Front,"Erich Maria Remarque, A.W. Wheen",3.92,"All Quiet on the Western Front by Erich Maria Remarque, A.W. Wheen"
358,"Oh, The Places You'll Go!",Dr. Seuss,4.34,"Oh, The Places You'll Go! by Dr. Seuss"
359,And the Mountains Echoed,Khaled Hosseini,4.03,And the Mountains Echoed by Khaled Hosseini
360,Do Androids Dream of Electric Sheep?,"Philip K. Dick, Roger Zelazny",4.08,"Do Androids Dream of Electric Sheep? by Philip K. Dick, Roger Zelazny"
361,Oliver Twist,"Charles Dickens, George Cruikshank, Philip Horne",3.85,"Oliver Twist by Charles Dickens, George Cruikshank, Philip Horne"
362,The Screwtape Letters,C.S. Lewis,4.21,The Screwtape Letters by C.S. Lewis
363,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,4.08,"Anna and the French Kiss (Anna and the French Kiss, #1) by Stephanie Perkins"
364,How the Grinch Stole Christmas!,Dr. Seuss,4.36,How the Grinch Stole Christmas! by Dr. Seuss
365,V for Vendetta,"Alan Moore, David   Lloyd",4.25,"V for Vendetta by Alan Moore, David   Lloyd"
366,John Adams,David McCullough,4.05,John Adams by David McCullough
367,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,3.94,"Odd Thomas (Odd Thomas, #1) by Dean Koontz"
368,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,4.1,"The Subtle Knife (His Dark Materials, #2) by Philip Pullman"
369,"Stargirl (Stargirl, #1)",Jerry Spinelli,3.74,"Stargirl (Stargirl, #1) by Jerry Spinelli"
370,"The Red Pyramid (Kane Chronicles, #1)",Rick Riordan,4.06,"The Red Pyramid (Kane Chronicles, #1) by Rick Riordan"
371,Stranger in a Strange Land,Robert A. Heinlein,3.91,Stranger in a Strange Land by Robert A. Heinlein
372,Dress Your Family in Corduroy and Denim,David Sedaris,4.08,Dress Your Family in Corduroy and Denim by David Sedaris
373,The BFG,"Roald Dahl, Quentin Blake",4.22,"The BFG by Roald Dahl, Quentin Blake"
374,A Short History of Nearly Everything,Bill Bryson,4.19,A Short History of Nearly Everything by Bill Bryson
375,The Call of the Wild,Jack London,3.83,The Call of the Wild by Jack London
376,"The Death Cure (Maze Runner, #3)",James Dashner,3.77,"The Death Cure (Maze Runner, #3) by James Dashner"
377,Stardust,Neil Gaiman,4.07,Stardust by Neil Gaiman
378,The Namesake,Jhumpa Lahiri,3.96,The Namesake by Jhumpa Lahiri
379,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,3.99,"A Discovery of Witches (All Souls Trilogy, #1) by Deborah Harkness"
380,Norwegian Wood,"Haruki Murakami, Jay Rubin",4.02,"Norwegian Wood by Haruki Murakami, Jay Rubin"
381,Where the Heart Is,Billie Letts,4.0,Where the Heart Is by Billie Letts
382,"Will Grayson, Will Grayson","John Green, David Levithan",3.84,"Will Grayson, Will Grayson by John Green, David Levithan"
383,A Million Little Pieces,James Frey,3.62,A Million Little Pieces by James Frey
384,"Frostbite (Vampire Academy, #2)",Richelle Mead,4.3,"Frostbite (Vampire Academy, #2) by Richelle Mead"
385,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.04,Quiet: The Power of Introverts in a World That Can't Stop Talking by Susan Cain
386,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Scott O'Dell,3.8,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1) by Scott O'Dell"
387,The Crucible,"Arthur Miller, Christopher Bigsby",3.55,"The Crucible by Arthur Miller, Christopher Bigsby"
388,"Hatchet (Brian's Saga, #1)",Gary Paulsen,3.68,"Hatchet (Brian's Saga, #1) by Gary Paulsen"
389,"The Final Empire (Mistborn, #1)",Brandon Sanderson,4.43,"The Final Empire (Mistborn, #1) by Brandon Sanderson"
390,The Strange Case of Dr. Jekyll and Mr. Hyde,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",3.79,"The Strange Case of Dr. Jekyll and Mr. Hyde by Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon"
391,The Lorax,Dr. Seuss,4.35,The Lorax by Dr. Seuss
392,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,3.96,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1) by Jeff Kinney"
393,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.24,"Throne of Glass (Throne of Glass, #1) by Sarah J. Maas"
394,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,4.37,"Shadow Kiss (Vampire Academy, #3) by Richelle Mead"
395,For Whom the Bell Tolls,Ernest Hemingway,3.95,For Whom the Bell Tolls by Ernest Hemingway
396,Hotel on the Corner of Bitter and Sweet,Jamie Ford,3.98,Hotel on the Corner of Bitter and Sweet by Jamie Ford
397,Perfume: The Story of a Murderer,"Patrick Süskind, John E. Woods",4.0,"Perfume: The Story of a Murderer by Patrick Süskind, John E. Woods"
398,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.73,Fast Food Nation: The Dark Side of the All-American Meal by Eric Schlosser
399,The Tales of Beedle the Bard,J.K. Rowling,4.06,The Tales of Beedle the Bard by J.K. Rowling
400,Neuromancer,William Gibson,3.88,Neuromancer by William Gibson
401,A Farewell to Arms,Ernest Hemingway,3.79,A Farewell to Arms by Ernest Hemingway
402,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,4.15,The Tell-Tale Heart and Other Writings by Edgar Allan Poe
403,The Art of War,"Sun Tzu, Thomas Cleary",3.95,"The Art of War by Sun Tzu, Thomas Cleary"
404,Defending Jacob,William Landay,3.97,Defending Jacob by William Landay
405,Breakfast of Champions,Kurt Vonnegut Jr.,4.08,Breakfast of Champions by Kurt Vonnegut Jr.
